ticker,agent_type,total_reward,final_portfolio_value,mean_episode_reward,std_episode_reward
AAPL,DDPG,-4.296405412889501,10009.908164876702,-8.135076385755363,7.069879450982797
AAPL,A2C,29.6171452591376,12633.26303194711,5.7789971222471355,11.120853371171194
