Date,Adj Close,Close,High,Low,Open,Volume,Year,Month,Day,MA5,MA10,MA20,RSI,MACD,Signal_Line,MACD_Histogram,VWAP,SMA,Std_dev,Upper_band,Lower_band,ROC,ATR,Close_yes,Open_yes,High_yes,Low_yes
2014-01-31,29.447057723999023,29.553804397583008,29.693193435668945,28.807056427001953,29.31306266784668,222429348,2014.0,1.0,31.0,27.979879760742183,28.49336853027344,28.382007122039795,60.67509399444764,0.1380293848568818,0.1331621755326042,0.0048672093242776,28.458636896916992,28.46690454483032,0.5470053282988779,29.56091520142808,27.372893888232564,4.014485106748622,0.6339195796421596,28.413162231445312,28.653654098510746,28.84109115600586,28.20945930480957
2014-02-03,28.26166343688965,28.36411476135254,29.572572708129883,28.32857894897461,29.509510040283203,182581236,2014.0,2.0,3.0,28.26586570739746,28.55530548095703,28.46690454483032,51.8779367801781,0.116785511496591,0.1298868427254015,-0.0131013312288105,28.45132688944236,28.502477645874023,0.5133651918007516,29.529208029475527,27.47574726227252,-4.025504196433561,0.6696160180228097,29.553804397583008,29.31306266784668,29.693193435668945,28.807056427001957
2014-02-04,28.37960433959961,28.48248291015625,28.90390396118164,28.453704833984375,28.478227615356445,112363524,2014.0,2.0,4.0,28.42702713012695,28.51251277923584,28.502477645874023,47.809316406656194,0.1082530355605193,0.1255600812924251,-0.0173070457319057,28.452742365171247,28.528553771972657,0.4974086610113749,29.523371093995408,27.533736449949902,0.417316562845782,0.6580866404942104,28.36411476135254,29.509510040283203,29.572572708129883,28.32857894897461
2014-02-05,28.505273818969727,28.60860824584961,28.79804801940918,28.228729248046875,28.613113403320312,95684220,2014.0,2.0,5.0,28.50285301208496,28.448598861694336,28.528553771972657,48.96089230699092,0.110395674804824,0.1225271999949049,-0.0121315251900808,28.458547888685796,28.533984184265137,0.4976733106362874,29.52933080553771,27.53863756299256,0.4428172083564607,0.6787143434797015,28.48248291015625,28.478227615356445,28.90390396118164,28.45370483398437
2014-02-06,28.923179626464844,29.02802848815918,29.03303337097168,28.717466354370117,28.807056427001953,77786136,2014.0,2.0,6.0,28.684434509277345,28.393994140625,28.533984184265137,50.69269478741173,0.144274335424857,0.1268766270808953,0.0173977083439616,28.47528482564147,28.55742015838623,0.5098167518175127,29.577053662021253,27.537786654751205,1.4660630769076866,0.6912806374686105,28.60860824584961,28.613113403320312,28.79804801940918,28.228729248046875
2014-02-07,29.35903549194336,29.465465545654297,29.47697639465332,29.04304313659668,29.219970703125,105342552,2014.0,2.0,7.0,28.80740776062012,28.39364376068115,28.55742015838623,54.77551038074452,0.2040685574723646,0.1423150131591892,0.0617535443131754,28.51318687898977,28.61647920608521,0.5437943329041766,29.70406787189356,27.52889054027685,1.506947182698104,0.6939798082624163,29.02802848815918,28.807056427001957,29.03303337097168,28.71746635437012
2014-02-10,29.24658203125,29.352603912353516,29.589590072631836,29.2547550201416,29.324323654174805,77730192,2014.0,2.0,10.0,28.789739990234374,28.52780284881592,28.61647920608521,51.68992492106539,0.2395871076169555,0.1617694320507424,0.077817675566213,28.536244556060502,28.66997022628784,0.5615689596819773,29.7931081456518,27.54683230692389,-0.3830302057366452,0.6938189097813198,29.465465545654297,29.219970703125,29.47697639465332,29.04304313659668
2014-02-11,29.67670440673828,29.784284591674805,29.826576232910156,29.334585189819336,29.533784866333008,81949968,2014.0,2.0,11.0,28.98743782043457,28.70723247528076,28.66997022628784,54.35263651311235,0.2991207596975584,0.1892396975801056,0.1098810621174528,28.571370410437552,28.754054260253906,0.596931791415501,29.94791784308491,27.560190677422906,1.470672518902516,0.7128200531005859,29.35260391235352,29.324323654174805,29.58959007263184,29.2547550201416
2014-02-12,29.58968162536621,29.69694709777832,29.7797794342041,29.564064025878906,29.7547550201416,68911020,2014.0,2.0,12.0,29.24779815673828,28.87532558441162,28.754054260253906,54.62289635549826,0.3353880572880818,0.2184693695217009,0.1169186877663809,28.59739325513385,28.800713443756106,0.6331057430372288,30.06692492983056,27.534501957681645,-0.2932334789766844,0.7095131192888532,29.784284591674805,29.533784866333008,29.82657623291016,29.334585189819336
2014-02-13,29.919071197509766,30.027528762817383,30.027528762817383,29.521020889282227,29.548297882080078,73382544,2014.0,2.0,13.0,29.465465927124026,29.074950218200684,28.800713443756106,64.37833198250851,0.3863517075141089,0.2520458371201826,0.1343058703939263,28.63175682144768,28.864877700805664,0.6895910574623156,30.244059815730296,27.485695585881032,1.1131840049100283,0.6793759209769112,29.69694709777832,29.7547550201416,29.7797794342041,29.564064025878903
