Date,Adj Close,Close,High,Low,Open,Volume,Year,Month,Day,MA5,MA10,MA20,RSI,MACD,Signal_Line,MACD_Histogram,VWAP,SMA,Std_dev,Upper_band,Lower_band,ROC,ATR,Close_yes,Open_yes,High_yes,Low_yes
2014-01-31,60.262474060058594,60.529998779296875,61.2599983215332,60.0,60.029998779296875,4612200,2014.0,1.0,31.0,58.75600051879883,59.502000427246095,57.89000015258789,59.999991475539375,1.1565577156325872,1.0819908483393077,0.0745668672932797,58.39637294957829,58.17350006103516,2.160402877133899,62.49430581530295,53.85269430676736,-0.7216703831339988,1.7649996621268136,60.970001220703125,59.040000915527344,61.4900016784668,58.709999084472656
2014-02-03,58.21158218383789,58.470001220703125,61.20000076293945,58.06999969482422,61.099998474121094,5450000,2014.0,2.0,3.0,59.18199996948242,59.63400039672852,58.17350006103516,55.8792975876507,1.0202191826774794,1.069636515206942,-0.0494173325294626,58.40020997382904,58.34100017547608,2.037573237485781,62.41614665044764,54.26585370050452,-3.403267140488253,1.8807141440255304,60.52999877929688,60.02999877929688,61.2599983215332,60.0
2014-02-04,60.690574645996094,60.959999084472656,61.349998474121094,59.060001373291016,59.41999816894531,5948100,2014.0,2.0,4.0,59.45999984741211,59.49500045776367,58.34100017547608,58.45174127567889,1.1004071225412415,1.075790636673802,0.0246164858674398,58.5379663496937,58.67750015258789,1.8719054976589475,62.42131114790578,54.93368915727,4.258590408388541,1.9414283207484653,58.470001220703125,61.09999847412109,61.20000076293945,58.06999969482422
2014-02-05,61.35761260986328,61.630001068115234,61.880001068115234,59.7599983215332,60.56999969482422,4860800,2014.0,2.0,5.0,59.77799987792969,59.49600028991699,58.67750015258789,55.06094317839301,1.2041396311291803,1.1014604355648776,0.1026791955643029,58.66822001782068,59.01150016784668,1.7646896760688082,62.54087951998429,55.48212081570906,1.0990846353428507,1.9228572845458984,60.959999084472656,59.41999816894531,61.34999847412109,59.060001373291016
2014-02-06,61.42729949951172,61.70000076293945,62.75,61.099998474121094,61.849998474121094,5180000,2014.0,2.0,6.0,60.512000274658206,59.54500045776367,59.01150016784668,56.75529612757443,1.277273171847817,1.1366229828214656,0.1406501890263514,58.79847491263321,59.2495002746582,1.7913902158245305,62.83228070630727,55.66671984300914,0.1135805510482645,1.978571483067104,61.630001068115234,60.56999969482422,61.880001068115234,59.7599983215332
2014-02-07,61.2779655456543,61.54999923706055,62.66999816894531,61.220001220703125,62.060001373291016,7537900,2014.0,2.0,7.0,60.65800018310547,59.70700035095215,59.2495002746582,54.71276898354786,1.3080497766501722,1.170908341587207,0.1371414350629651,58.96037729530371,59.51250019073486,1.718671137580258,62.94984246589538,56.07515791557434,-0.2431143014977155,2.0064283098493303,61.70000076293945,61.84999847412109,62.75,61.09999847412109
2014-02-10,60.77021789550781,61.040000915527344,61.70000076293945,60.63999938964844,61.58000183105469,5846400,2014.0,2.0,10.0,60.8620002746582,60.02200012207031,59.51250019073486,50.25936651380756,1.2765723242601863,1.192041138121803,0.0845311861383835,59.05114300240237,59.71700019836426,1.6392108047898857,62.995421807944034,56.43857858878449,-0.8285919217788096,1.9807142530168809,61.54999923706055,62.060001373291016,62.66999816894531,61.220001220703125
2014-02-11,60.959381103515625,61.22999954223633,61.79999923706055,61.150001525878906,61.25,6376300,2014.0,2.0,11.0,61.37600021362304,60.418000030517575,59.71700019836426,50.25936651380756,1.252519255438436,1.2041367615851295,0.0483824938533063,59.15014636560558,59.96800022125244,1.4470172435625726,62.86203470837759,57.07396573412729,0.3112690430197018,1.9671426500592912,61.040000915527344,61.58000183105469,61.70000076293945,60.63999938964844
2014-02-12,61.208274841308594,61.47999954223633,61.86000061035156,61.099998474121094,61.54999923706055,4786500,2014.0,2.0,12.0,61.43000030517578,60.604000091552734,59.96800022125244,54.232158272601446,1.2393435547326348,1.2111781202146308,0.028165434518004,59.22699440892241,60.1665002822876,1.3618803232681478,62.8902609288239,57.4427396357513,0.4082965896930135,1.8628570011683876,61.22999954223633,61.25,61.79999923706055,61.150001525878906
2014-02-13,62.850982666015625,63.130001068115234,63.31999969482422,61.18000030517578,61.189998626708984,4760400,2014.0,2.0,13.0,61.4,60.9560001373291,60.1665002822876,64.32465179620041,1.346521192372471,1.238246734646199,0.1082744577262719,59.35096279143368,60.3370002746582,1.508593154858486,63.35418658437517,57.31981396494123,2.6838021115230597,1.884999683925084,61.47999954223633,61.54999923706055,61.86000061035156,61.09999847412109
